00:23 [AEU | 1: Alliance Communication] Eli Grey transmits, "How's it going?"

17:18 The computer announces, "Laser turrets locked on IFS starship.  Firing."

17:18 You feel a mild vibration as the ship's lasers are fired.

17:18 The ship shudders slightly as its lasers are fired.

17:18 The ship's target tracking array reports that IFS destroyer "Warship 275" is now in range at Sector Up.

17:18 The computer announces, "Hit on IFS starship."

17:18 The computer announces, "This starship has delivered a critical hit."

17:18 A loud klaxon sounds and red lights continue flashing.

17:18 The computer announces, "The gunner has caused the enemy's intrasector drive to seize."

17:18 You pull up the laser fire board and press a large button.

17:18 Target coordinates are (14, 16, 6).
Please confirm. [Enter `yes' or `no']

17:18 (4 seconds roundtime.)

17:18 The computer announces, "Laser turrets are orienting toward coordinates (14, 16, 6)."

17:18 The sound of the engines slowly fades away as the starship stops moving.

17:18 There is a ship already occupying that location.

17:18 The computer announces, "Laser turrets locked on IFS starship.  Firing."

17:18 [AEU | 1: Alliance Communication] Jade Burkley transmits, "No. I'm on new earth now looking for it. God, it hurts!"

17:18 You detect a faint rumbling as the starship begins to move through space.

17:18 You feel a mild vibration as the ship's lasers are fired.

17:18 The computer reports that the ares "Warship 275" is in range of firing on or docking with this ship.

17:18 The ship's target tracking array reports that IFS destroyer "Warship 275" is now in range at Sector Northwest and Up.

17:19 Locked on to coordinates: (13, 17, 6)

17:19 Target: Starship

17:19 You must wait between shots.

17:19 The computer announces, "Hit on IFS starship."
You hear the strange sizzling noise of laser fire on the hull.
The computer announces, "This ship has been hit by IFS starship 'Warship 275.'"

17:19 I don't understand that.

17:19 The ship's target tracking array reports that IFS destroyer "Warship 275" is now in range at Sector West and Up.

17:19 You pull up the laser fire board and press a large button.

17:19 Target coordinates are (13, 17, 6).
Please confirm. [Enter `yes' or `no']

17:19 (4 seconds roundtime.)

17:19 The computer announces, "Laser turrets are orienting toward coordinates (13, 17, 6)."

17:19 The sound of the engines slowly fades away as the starship stops moving.

17:19 The computer announces, "Laser turrets locked on IFS starship.  Firing."

17:19 You detect a faint rumbling as the starship begins to move through space.

17:19 You feel a mild vibration as the ship's lasers are fired.

17:19 The computer announces, "Hit on IFS starship."

17:19 The hull creaks with too-rapid temperature changes as laser fire plays upon it.
The computer announces, "This ship has been hit by IFS starship 'Warship 275.' It was a glancing hit."

17:19 You pull up the laser fire board and press a large button.

17:19 Target coordinates are (13, 17, 6).
Please confirm. [Enter `yes' or `no']
The ship's target tracking array reports that IFS destroyer "Warship 275" is now in range at Sector Up.

17:19 (4 seconds roundtime.)

17:19 Small clinks of metal come from the hull of the ship as it's being repaired.

17:19 The computer announces, "Laser turrets are orienting toward coordinates (13, 17, 6)."

17:19 The ship jerks sharply as its lasers are fired.

17:19 You hear a sudden high-pitched whine all over the ship as the engineer effects swift repair of all components.

17:19 The sound of the engines slowly fades away as the starship stops moving.
[AEU | 1: Alliance Communication] Johnathon Triggs transmits, "It's in the Spaceport. Where are you? I'll come find you."

17:19 The computer announces, "Laser turrets locked on IFS starship.  Firing."

17:19 You feel a mild vibration as the ship's lasers are fired.

17:19 You detect a faint rumbling as the starship begins to move through space.

17:19 The computer announces, "Hit on IFS starship."

17:19 You pull up the laser fire board and press a large button.

17:19 Target coordinates are (13, 17, 6).
Please confirm. [Enter `yes' or `no']

17:19 (4 seconds roundtime.)
The ship's target tracking array reports that IFS destroyer "Warship 275" is two units away at Sector Southwest and Up.

17:19 The ship's target tracking array reports that IFS destroyer "Warship 275" is now in range at Sector West and Up.

17:19 The computer announces, "Laser turrets are orienting toward coordinates (13, 17, 6)."

17:19 A loud klaxon sounds and red lights continue flashing.

17:19 The computer announces, "Targeting computer reports that there is no target at those coordinates.  Firing aborted."

17:19 A number of coherent beams of weaponized light flash by the window as the starship shudders under laser fire.
The computer announces, "This ship has been hit by IFS starship 'Warship 275.'"

17:19 The sound of the engines slowly fades away as the starship stops moving.

17:19 Locked on to coordinates: (12, 16, 7)
Target: Starship

17:19 You detect a faint rumbling as the starship begins to move through space.

17:19 You pull up the laser fire board and press a large button.

17:19 Target coordinates are (12, 16, 7).
Please confirm. [Enter `yes' or `no']

17:19 (4 seconds roundtime.)

17:19 The computer announces, "Laser turrets are orienting toward coordinates (12, 16, 7)."

17:19 You feel a mild vibration as the ship's lasers are fired.

17:19 The ship's target tracking array reports that IFS destroyer "Warship 275" is now in range at Sector Up.

17:19 The computer announces, "Laser turrets locked on IFS starship.  Firing."

17:19 The computer announces, "Target destroyed."

17:19 The ship's target tracking array reports that it has lost track of the ares "Warship 275".
The computer reports that the ares "Warship 275" has launched a rescue pod.
The computer reports that it has collected a landing gear strut, two of a fractured processing unit, four of an interior panel, four of a hydraulic assembly, four of an intact hull plate, a portion of a wormhole drive, and six of an unidentifiable starship component from an exploding starship.

17:19 The starship is already moving.

17:19 The ship shudders slightly as its lasers are fired.

17:19 The computer announces, "Lock lost."
0.00 credits of your income have gone toward your organization.
You have earned 375,000.00 EAOS credits for winning a minor skirmish.

17:19 The sound of the engines slowly fades away as the starship stops moving.

17:19 You lift a small plastic cover and press a green button.

17:19 You hear a single beep and glance up to see green lights flick on overhead as the ship enters normal status.
A low hum you had barely noticed until now slowly fades away as weapons are powered down.

17:19 Constantine Stone's voice comes over the loudspeaker as he cheers.

17:19 You say, "Boom."

17:19 [AEU | 1: Alliance Communication] Jade Burkley transmits, "Spaceport east, south of the passenger transport. Ah! It's broken!"

17:19 You hear a loud bang above you somewhere as ship systems are repaired outside.

17:19 You speak into the PA microphone, saying, "Boom."

17:19 The ship must be on autopilot.

17:19 A small light next to the word AUTOPILOT switches on, while a similar light next to the word MANUAL switches off.

17:19 The computer says, "Destination selected. Two jumps to New Earth Orbit. Initializing quantum wormhole selection sequence."

17:19 You hear a sharp electronic whine as power suddenly flows into the wormhole drive.

17:19 The computer says, "Convergent wormhole located. Expanding wormhole and jumping to Providence Gate."

17:19 The starship vibrates slightly as it nears the wormhole mouth.

17:19 The windows automatically dim as space outside dissolves into a bright flash of light.

17:19 The bright light fades and is once again replaced by the black vacuum and stars of a different sector of space.  The vibrations slowly ease off as the wormhole shrinks and disappears.

17:19 Providence Station shines brightly in the dark, one of the few stations that bothers to illuminate its outer hull. The gleaming hull of the station is bathed with bright white floodlights.
The computer says, "Continuing jump sequence. One jump remaining."
You hear a sharp electronic whine as power suddenly flows into the wormhole drive.

17:19 The computer says, "Final convergent wormhole located. Expanding wormhole and jumping to New Earth Orbit."

17:19 The starship vibrates slightly as it nears the wormhole mouth.

17:20 The windows automatically dim as space outside dissolves into a bright flash of light.

17:20 The bright light fades and is once again replaced by the black vacuum and stars of a different sector of space.  The vibrations slowly ease off as the wormhole shrinks and disappears.

17:20 New Earth rotates through space before you, a startingly verdant planet, colored in greens and blues with pure white clouds.
The computer announces, "Autolander beacon detected. The ship will automatically proceed to New Earth in thirty seconds unless aborted or another navigation order is entered."

17:20 AutoStar detects 4 possible destinations.  Assembling destination list.  Please wait.

17:20 --
AutoStar (general-purpose starship autopilot) Version 9.1
--
Destinations in this sector:

   Planets:
[1] New Earth                                               
   Space Stations:
[2] Space Station Alpha                                     
   Temporary Stations:
[3] AEU Battery-Powered Message Beacon                      
   Space Markets:
[4] Space Market                                            
--

Enter your destination:
[Type a line of input or `@abort' to abort the command.]

17:20 A destination appears on the ship's navigation controls: New Earth.
Via general sector communication, AEU Battery-Powered Message Beacon transmits, "Supporting Outccord equals supporting the extinction of all of humanity. Make your choice carefully!"
Via general sector communication, New Earth transmits, "Hello there, Deadly Strike! Welcome to home space!"

17:20 You detect a faint rumbling as the starship begins to move through space.

17:20 You hear a loud bang above you somewhere as ship systems are repaired outside.

17:20 The starship is already moving.

17:20 The sound of the engines slowly fades away as the starship stops moving.

17:20 The ship's computer automatically requests landing clearance.

17:20 You hear a sudden high-pitched whine all over the ship as the engineer effects swift repair of all components.

17:20 A voice comes over the speaker and says, "Hello, Deadly Strike. We read your AEU transponder. You are cleared to land at the city of New Phoenix."

17:20 You feel mild acceleration as the ship descends toward a planet.

17:20 You speak into the PA microphone, saying, "That was a nice laser fight."

17:20 Constantine Stone's voice comes over the loudspeaker and says, "Yeah it was."

17:20 You speak into the PA microphone, saying, "Laser battle?"

17:20 The mild vibration of acceleration eases off and is replaced by the firm pull of gravity as the ship touches down smoothly on the planet's ground.

17:20 You are credited with 617,647.06 AEU credits of bounty.
0.00 credits of your income have gone toward your organization.

17:20 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "First time here! And not my own injuries! Man... thank you, Luck."

17:20 The computer sounds a notification indicating that the ship has been fully charged.

17:20 You pull a large lever towards you.

17:20 The faint sounds and status lights of the starship's systems slowly fade away, leaving you in a dim silence.

17:20 Constantine Stone walks in from the east.

17:21 You say, "Thanks."

17:21 Constantine Stone cheers.

17:21 [AEU | 1: Alliance Communication] Cadet Katie Celayla transmits, "You got her?"

17:21 Constantine Stone says, "No prob."

17:21 Constantine Stone waves.

17:21 Constantine Stone walks out.

17:21 The airlock hatch chimes quietly.

17:21 You grin.

17:21 You wave.

17:21 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Yep."

17:21 [Starship "Deadly Strike"; Storage Room]

17:21 You see a simple cardboard box labeled 'Kaise, Lily', a landing gear strut, two of a fractured processing unit, four of an interior panel, four of a hydraulic assembly, four of an intact hull plate, a portion of a wormhole drive, and six of an unidentifiable starship component here.
You can go northwest.

17:21 [AEU | 1: Alliance Communication] Cadet Katie Celayla transmits, "Roger that. Was just jumping in."

17:21 Your ship 'Deadly Strike' has been automatically moved into a garage.

17:21 There appear to be 8 pilots recently active.

17:21 The communicator network detects:
Cadet Katie Celayla  (A) [c]
Jade Burkley  (A) [c]
Johnathon Triggs  (A) [c]
Constantine Stone  (A)
Shule Elemmire, Phoenix Dissident  (A) [m]
Damien Goss  (L)
Morris Corlew  (L)
Ali Candan  (L)
Additionally, there are 12 pilots who appear to have their communicators on but have not recently been active.
Final total: 20 pilots.
Want to know if anyone's relaxing in a public venue? Check WHERE!

17:22 [AEU | 1: Alliance Communication] Shule Elemmire, Phoenix Dissident transmits, "Be back later guys. Thanks for the nest and the beacon. I'll probably call for more beacons later."

17:22 [AEU | 1: Alliance Communication] Cadet Katie Celayla transmits, "Take care."

17:22 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Stone, did you sustain much for injuries when you popped?"

17:23 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Take care, Shule. And thank you."

17:25 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Hrm.. no new fancy toys."

17:26 [AEU | 1: Alliance Communication] Jade Burkley transmits, "Sadly not for me yet."

17:26 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "I really should do my low deployments..."

17:27 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Time for some RATS hunting.."

17:56 You put a secondary pilot command access unit in a leather briefcase.

18:06 [AEU | 1: Alliance Communication] Eli Grey transmits, "Welcoem to the corps Julius."

18:06 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Hey eli.."

18:07 [AEU | 1: Alliance Communication] Constantine Stone transmits, "Oh, Hey Julius Juliussen."

18:07 [AEU | 1: Alliance Communication] Eli Grey transmits, "Hey Johnathon."

18:07 [AEU | 1: Alliance Communication] Julius Juliussen transmits, "Thanks all."

18:08 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Oh, eli. You should've seen the Nest we'd finished. It was a moderate Nest. We ran into a... problem. A SHREW AND a ORK... together, as a combo."

18:08 [AEU | 1: Alliance Communication] Eli Grey transmits, "You've totally gotta let me call you JJ."

18:08 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Stone Popped.. and shule, katie and myself nearly did too."

18:08 [AEU | 1: Alliance Communication] Eli Grey transmits, "Sounds pretty rough."

18:09 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Yeah... we questioned weather to bail or not. I was like.. no way. We can do this. And, we did it."

18:09 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "That combo was probably the worse thing in that entire Nest."

18:10 [AEU | 1: Alliance Communication] Eli Grey transmits, "What did you face before the womb?"

18:10 [AEU | 1: Alliance Communication] Eli Grey transmits, "Angry orc?"

18:10 [AEU | 1: Alliance Communication] Constantine Stone transmits, "Just an untamed shrew."

18:10 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Alpha SHREW."

18:10 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Yeah."

18:10 [AEU | 1: Alliance Communication] Constantine Stone transmits, "It wasn't that bad overall, I was mostly just worried about time."

18:11 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Those two held us up.. but, it went pretty quickly."

18:11 [AEU | 1: Alliance Communication] Eli Grey transmits, "Would have been a good time for knokcout, but I guess you guys probably did'nt have that option."

18:11 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "We launched out of there... and repaired, then reentered with a couple charming guests to meet us."

18:12 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Nah."

18:12 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "We had only a tier 2 league, tiers 1 Rental and AEU."

18:15 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Can't remember what the Fringe suit was..."

18:15 [AEU | 1: Alliance Communication] Constantine Stone transmits, "Tier 2."

18:15 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Do have to say, glad it was a fringe suit. Not the 1.5 League."

18:15 [AEU | 1: Alliance Communication] Constantine Stone transmits, "What is knockout?"

18:15 [AEU | 1: Alliance Communication] Constantine Stone transmits, "Is that like a super blind?"

18:16 [AEU | 10: Conquest Status] An AEU pilot corps liaison transmits, "Come on, we can reach our performance goals if we try!"

18:16 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "A gravitonic ability... I believe."

18:16 [AEU | 1: Alliance Communication] Eli Grey transmits, "Knockout is a higher teir sonic ability that shuts an enemy down indefinitely."

18:16 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Ah.. it's Sonic."

18:16 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Nice."

18:16 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "I drooled some more.."

18:16 [AEU | 1: Alliance Communication] Eli Grey transmits, "It won't be able to move until it's fired upon, at which point it'll will reactivate."

18:17 [AEU | 1: Alliance Communication] Constantine Stone transmits, "Ah, okay."

18:17 [AEU | 1: Alliance Communication] Johnathon Triggs chuckles.

18:17 [AEU | 1: Alliance Communication] Constantine Stone transmits, "That's really powerful."

18:17 [AEU | 1: Alliance Communication] Eli Grey transmits, "It's ridiculously useful in that situation, yes."

18:17 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "On a combo like that... yeah.. it's definately needed."

18:17 [AEU | 1: Alliance Communication] Eli Grey transmits, "Until someone accidently throws a det or uses somethign with splash damage heh."

18:17 [AEU | 1: Alliance Communication] Johnathon Triggs chuckles.

18:18 [AEU | 1: Alliance Communication] Eli Grey transmits, "When you see them throw the det, it all happens in slow motion.. You see it flying towards the knocked out foe and all you can do is say "Nooooooo!" in slow motion."

18:18 [AEU | 1: Alliance Communication] Constantine Stone laughs.

18:19 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Wonder what a Mother Nest is like.."

18:19 [AEU | 1: Alliance Communication] Eli Grey transmits, "Hell."

18:20 [AEU | 1: Alliance Communication] Johnathon Triggs chuckles.

18:20 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "I can imagine.."

18:20 [AEU | 1: Alliance Communication] Eli Grey transmits, "The mother replicator is insane with crazy defenses and a big, big laser."

18:20 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Lots of combos like that? Or with Mice?"

18:20 [AEU | 1: Alliance Communication] Constantine Stone transmits, "Is that like the womb?"

18:20 [AEU | 1: Alliance Communication] Eli Grey transmits, "And will call out other replicators to help."

18:21 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Sounds.. interesting."

18:21 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "...like a challenge."

18:21 [AEU | 1: Alliance Communication] Eli Grey transmits, "Yeah,  a challenge is one word for it. They can be done for sure, but they take a little planning."

18:21 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "For sure!"

18:22 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "So, compared to a dangerous Nest.. what's the Mother Nest like?"

18:22 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "A park walk?"

18:22 [AEU | 1: Alliance Communication] Eli Grey transmits, "I wouldn't say a park walk, no."

18:23 [AEU | 1: Alliance Communication] Eli Grey transmits, "Id' say the rest of the nest is probably about the same as a dangerous, but it's that fight with mother that will really get you."

18:23 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Ah."

18:24 [AEU | 1: Alliance Communication] Eli Grey transmits, "It's also been a long time since I've done one, so things might have changed. But I can only imagine that they've changed for the worst."

18:24 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Yeah, me too."

18:26 [AEU | 1: Alliance Communication] Eli Grey transmits, "Ok time for a a bit more sleep before I get to work, later folks."

18:26 [AEU | 1: Alliance Communication] Constantine Stone transmits, "Night Eli."

18:46 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Huh? A minimodule for explosion resistance.."

18:47 [AEU | 1: Alliance Communication] Johnathon sarcastically remarks, "Is that a minimodule to resist exploding?"

18:48 [AEU | 1: Alliance Communication] Constantine Stone laughs.

18:48 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "We.. well.. after remarking that, that would be part of it."

18:48 [AEU | 1: Alliance Communication] Constantine Stone transmits, "It's probably useful against grenades."

18:48 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Yeah.. I was just thinking that. How the timing was sooooo off."

18:48 [AEU | 1: Alliance Communication] Constantine Stone laughs.

18:49 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Would've been nice to have it on that Nest."

18:49 [AEU | 1: Alliance Communication] Constantine Stone transmits, "I think my league suit actually has one of those."

18:49 [AEU | 1: Alliance Communication] Constantine Stone transmits, "Just because I picked it up and never replaced it with anything better."

18:49 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Ah."

18:49 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "This is a lesser.. so.. might not be that great."

18:50 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Never know, though. Going to keep it for the next nest we do... that gets a little complcated."

18:51 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Swap it out with the Laser Resistance."

18:52 [AEU | 1: Alliance Communication] Constantine Stone transmits, "Minimodule of greater syrup."

18:52 [AEU | 1: Alliance Communication] Johnathon Triggs laughs.

18:52 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Gah.. can you imagine that suit on a Mother nest?"

18:54 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Woo. 201 ground."

18:54 [AEU | 1: Alliance Communication] Johnathon Triggs cheers.

18:54 [AEU | 1: Alliance Communication] Constantine Stone transmits, "Nice!"

18:55 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Yep! Laser rifle!"

18:55 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "I wonder what I get for chainguns..."

18:56 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Hrm.... lasers.. or chains... had choice."

18:57 [AEU | 1: Alliance Communication] Constantine Stone transmits, "I've never used a suit with chains."

18:57 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "I don't like the idea of buying ammo... But.. it's not bad in most cases. Expect for Bari."

18:58 [AEU | 1: Alliance Communication] Constantine Stone transmits, "Lasers aren't really great against bari either."

18:58 [AEU | 1: Alliance Communication] Constantine Stone transmits, "But at least you won't run out of ammo, true."

18:58 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "But... but.. if you see the damage output on this repeating rifle.. man.. oh, man... I'm drooling."

18:58 [AEU | 1: Alliance Communication] Constantine Stone laughs.

19:02 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, ".... wow.... this makes short work of drones in a hurry..."

19:09 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Though, the fire time between shots.. and that of a laser, doesn't make all too a differance.. in the end."

19:13 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Think... I'll definately stick with lasers. But, it's fun to trash drones with these chainguns."

19:16 [MTTS] usfolks: Sorry to repeat the traceback. I thought I mistyped it. No clue why that would traceback...

19:19 [AEU | 10: Conquest Status] An AEU pilot corps liaison transmits, "I see some activity underway, but no performance goals reached yet! Let's keep going!"

19:37 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Was Frontier Processor ever purged, yet?"

20:00 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "What's a reasoable alloted time to explore for artifacts, Eli?"

20:01 [AEU | 1: Alliance Communication] Eli Grey transmits, "With auto-vector?"

20:01 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Yeah."

20:02 [AEU | 1: Alliance Communication] Eli Grey transmits, "You may be asking the wrong person, because I just tend to do it and do it unti li have some other reason to stop."

20:02 [AEU | 1: Alliance Communication] Eli Grey transmits, "So my answer would be, um hours."

20:02 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Ahh."

20:02 [AEU | 1: Alliance Communication] Johnathon Triggs chuckles.

20:02 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "I guess I am mainly looking for a minimum time frame."

20:02 [AEU | 1: Alliance Communication] Eli Grey transmits, "If you aren't having any luck, try changing your direction, or even just moving up or down a few sectors and head back the other way."

20:03 [AEU | 1: Alliance Communication] Eli Grey transmits, "I tend ot travel in a downard spiral. I make a full circuit, changing after each artifact, then drop down one and start it over."

20:04 [AEU | 1: Alliance Communication] Eli Grey transmits, "But that's just me, I think a lot of olks just head straight. Also it can get confusing to get back that way unless you are near an auto-travel destination."

20:08 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "I don't think I'll be doing much local artifact gathering till I can get autovector... unless I go with someone else. Doing the way I was doing it, was very tedious."

20:08 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "And painful."

20:09 [AEU | 1: Alliance Communication] Eli Grey transmits, "Yeah, I mean doing it without auto-vector is doable, but having it is almost a must for efficient artifacting."

20:10 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Yes."

20:11 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "I traveled close to 60 sectors without autovector... and only found artifact. Took me three hours. I was pained."

20:11 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Erm.. only found 1 artifact."

20:12 There appear to be 11 pilots recently active.

20:12 The communicator network detects:
Eli Grey  (A)
Jade Burkley  (A) [c]
Johnathon Triggs  (A) [c]
Sean Sloan  (L)
Sarah Bellamy  (L)
Kayla Summers  (L) [c]
Wendy Arroyo  (L)
Johann Schraft  (L)
Ali Candan  (L)
Michael Kennedy  (F)
Daniel Blackwell  (F) [c]
Additionally, there are 15 pilots who appear to have their communicators on but have not recently been active.
Final total: 26 pilots.
Want to know if anyone's relaxing in a public venue? Check WHERE!

20:21 [AEU | 10: Conquest Status] An AEU pilot corps liaison transmits, "I see some activity underway, but no performance goals reached yet! Let's keep going!"

20:23 [AEU | 1: Alliance Communication] Johnathon Triggs transmits, "Yeah... it's /a lot/ of fun to do."

20:23 There appear to be 13 pilots recently active.

20:23 The communicator network detects:
Eli Grey  (A)
Julius Smith  (A) [c]
Jade Burkley  (A) [c]
Johnathon Triggs  (A) [c]
Sean Sloan  (L)
Katina Faye  (L)
Sarah Bellamy  (L)
Kayla Summers  (L) [c]
Wendy Arroyo  (L)
Johann Schraft  (L)
Ali Candan  (L)
Michael Kennedy  (F)
Daniel Blackwell  (F) [c]
Additionally, there are 12 pilots who appear to have their communicators on but have not recently been active.
Final total: 25 pilots.
Want to know if anyone's relaxing in a public venue? Check WHERE!

20:52 [AEU | 1: Alliance Communication] Jonathan Gray transmits, "Ello."

20:52 [AEU | 1: Alliance Communication] Jonathan Gray transmits, "We've got a surprising amount of cadets. Hi to all of ya."

20:53 [AEU | 1: Alliance Communication] Jade Burkley transmits, "Hi."

20:53 [AEU | 1: Alliance Communication] Julius Smith transmits, "Eau hi."

20:54 I don't understand that.

20:54 I don't understand that.

20:55 [AEU | 1: Alliance Communication] Jonathan Gray transmits, "Ello, anyone need help or just wanna meet up let me know."

20:55 **

20:55  Welcome back to Star Conquest!
**
 Consider voting for Star Conquest at MUD listing sites! Votes help keep new players coming to the game!
 The Mud Connector: http://www.mudconnect.com/mud-bin/vote_rank.cgi?mud=Star+Conquest
 Top Mud Sites:     http://www.topmudsites.com/vote-sc.html
**
 TIP: Check your local space market for crafting supplies and informative books!
**

20:55 You blink heavily and then doze off.

20:56 [AEU | 1: Alliance Communication] Julius Smith transmits, "Eau thanks, right now, I am reading the book, and doing courier. Don't have credits for a ship."

20:57 [AEU | 1: Alliance Communication] Jonathan Gray transmits, "Did ya take out a loan for one? Ya should be able to and then do some cargo haulin'."

20:57 [AEU | 1: Alliance Communication] Julius Smith transmits, "I had 2000000 used the most of them on communication equipment."

20:58 [AEU | 1: Alliance Communication] Julius Smith transmits, "And I can't borrow any more."

20:58 [AEU | 1: Alliance Communication] Jonathan Gray transmits, "Gotcha. Probably should've gotten the hauler first. Where ya at. I can hand ya some creds for a hauler."

20:59 [AEU | 1: Alliance Communication] Julius Smith transmits, "New earth, and thank you very much."

21:00 [AEU | 1: Alliance Communication] Jonathan Gray transmits, "I'm in the lounge."

21:00 [AEU | 1: Alliance Communication] Julius Smith transmits, "Will try findmy way."

21:04 [AEU | 1: Alliance Communication] Julius Smith transmits, "Jonathan, I can't find it, sorry."

21:05 [AEU | 1: Alliance Communication] Jonathan Gray transmits, "Oh just go to the landing pad and then just go to the lounge."

21:06 [AEU | 1: Alliance Communication] Julius Smith transmits, "On lp, see on lp."

21:07 I don't understand that.

21:07 You can't go that way.

21:07 [Starship "Deadly Strike"; Storage Room]

21:07 The status lights overhead are currently not receiving power. Looking through the windows, you see that the ship is in a garage.
You see a simple cardboard box labeled 'Kaise, Lily', a landing gear strut, two of a fractured processing unit, four of an interior panel, four of a hydraulic assembly, four of an intact hull plate, a portion of a wormhole drive, and six of an unidentifiable starship component here.
You can go northwest.

21:07 You can't go that way.

21:07 [Starship "Deadly Strike"; Control Room]

21:07 You see a decoy beacon launcher, a wormhole drive tracer, a small hot beverage dispenser, a small hot coffee dispenser, an overstuffed dark green chair, and an insulated purple sleeping bag here.
You can go east, southeast, and out.

21:07 [Starship "Deadly Strike"; Airlock]

21:07 You can go out and enter into the ship.

21:07 [Starship "Deadly Strike"; Control Room]

21:07 You see a decoy beacon launcher, a wormhole drive tracer, a small hot beverage dispenser, a small hot coffee dispenser, an overstuffed dark green chair, and an insulated purple sleeping bag here.
You can go east, southeast, and out.

21:07 You sit down on an overstuffed dark green chair.

21:07 There appear to be about 11 pilots recently active.

21:07 The communicator network and Accord QE comm detect:
Jonathan Gray  (A) [m]
Eli Grey  (A)
Julius Smith  (A) [c]
Jade Burkley  (A) [c]
Shule Elemmire, Phoenix Dissident  (A) [m]
Sarah Bellamy  (L)
Johann Schraft  (L)
%Sean Sloan  (L)
%Katina Faye  (L)
Ted Warburton  (F)
Daniel Blackwell  (F) [c]

